Index,Body_Part,Occupational_Group,Impairment_Code,Variant
1219,CONSCIOUSNESS,120,13.01.00.00,H
1220,CONSCIOUSNESS,210,13.01.00.00,H
1221,CONSCIOUSNESS,211,13.01.00.00,H
1222,CONSCIOUSNESS,212,13.01.00.00,H
1223,CONSCIOUSNESS,213,13.01.00.00,I
1224,CONSCIOUSNESS,214,13.01.00.00,H
1225,CONSCIOUSNESS,220,13.01.00.00,H
1226,CONSCIOUSNESS,221,13.01.00.00,G
1227,CONSCIOUSNESS,230,13.01.00.00,F
1228,CONSCIOUSNESS,240,13.01.00.00,G
1229,CONSCIOUSNESS,250,13.01.00.00,H
1230,CONSCIOUSNESS,251,13.01.00.00,H
1231,CONSCIOUSNESS,290,13.01.00.00,G
1232,CONSCIOUSNESS,310,13.01.00.00,H
1233,CONSCIOUSNESS,311,13.01.00.00,H
1234,CONSCIOUSNESS,320,13.01.00.00,H
1235,CONSCIOUSNESS,321,13.01.00.00,F
1236,CONSCIOUSNESS,322,13.01.00.00,G
1237,CONSCIOUSNESS,330,13.01.00.00,F
1238,CONSCIOUSNESS,331,13.01.00.00,F
1239,CONSCIOUSNESS,332,13.01.00.00,F
1240,CONSCIOUSNESS,340,13.01.00.00,D
1241,CONSCIOUSNESS,341,13.01.00.00,H
1242,CONSCIOUSNESS,350,13.01.00.00,H
1243,CONSCIOUSNESS,351,13.01.00.00,G
1244,CONSCIOUSNESS,360,13.01.00.00,E
1245,CONSCIOUSNESS,370,13.01.00.00,H
1246,CONSCIOUSNESS,380,13.01.00.00,I
1247,CONSCIOUSNESS,390,13.01.00.00,G
1248,CONSCIOUSNESS,420,13.01.00.00,F
1249,CONSCIOUSNESS,430,13.01.00.00,H
1250,CONSCIOUSNESS,460,13.01.00.00,E
1251,CONSCIOUSNESS,470,13.01.00.00,H
1252,CONSCIOUSNESS,480,13.01.00.00,F
1253,CONSCIOUSNESS,481,13.01.00.00,I
1254,CONSCIOUSNESS,482,13.01.00.00,J
1255,CONSCIOUSNESS,490,13.01.00.00,I
1256,CONSCIOUSNESS,491,13.01.00.00,D
1257,CONSCIOUSNESS,492,13.01.00.00,G
1258,CONSCIOUSNESS,493,13.01.00.00,G
1259,CONSCIOUSNESS,560,13.01.00.00,E
1260,CONSCIOUSNESS,590,13.01.00.00,J
1261,EPISODIC NEURO,110,13.02.00.00,H
1262,EPISODIC NEURO,111,13.02.00.00,G
1263,EPISODIC NEURO,112,13.02.00.00,I
1264,EPISODIC NEURO,120,13.02.00.00,I
1265,EPISODIC NEURO,210,13.02.00.00,H
1266,EPISODIC NEURO,211,13.02.00.00,G
1267,EPISODIC NEURO,212,13.02.00.00,H
1268,EPISODIC NEURO,213,13.02.00.00,I
1269,EPISODIC NEURO,214,13.02.00.00,H
1270,EPISODIC NEURO,220,13.02.00.00,I
1271,EPISODIC NEURO,221,13.02.00.00,H
1272,EPISODIC NEURO,230,13.02.00.00,F
1273,EPISODIC NEURO,240,13.02.00.00,F
1274,EPISODIC NEURO,250,13.02.00.00,J
1275,EPISODIC NEURO,251,13.02.00.00,I
1276,EPISODIC NEURO,290,13.02.00.00,H
1277,EPISODIC NEURO,310,13.02.00.00,I
1278,EPISODIC NEURO,311,13.02.00.00,I
1279,EPISODIC NEURO,320,13.02.00.00,I
1280,EPISODIC NEURO,321,13.02.00.00,G
1281,EPISODIC NEURO,322,13.02.00.00,H
1282,EPISODIC NEURO,330,13.02.00.00,H
1283,EPISODIC NEURO,331,13.02.00.00,G
1284,EPISODIC NEURO,332,13.02.00.00,G
1285,EPISODIC NEURO,340,13.02.00.00,F
1286,EPISODIC NEURO,341,13.02.00.00,I
1287,EPISODIC NEURO,350,13.02.00.00,J
1288,EPISODIC NEURO,351,13.02.00.00,J
1289,EPISODIC NEURO,360,13.02.00.00,F
1290,EPISODIC NEURO,370,13.02.00.00,I
1291,EPISODIC NEURO,380,13.02.00.00,J
1292,EPISODIC NEURO,390,13.02.00.00,G
1293,EPISODIC NEURO,420,13.02.00.00,G
1294,EPISODIC NEURO,430,13.02.00.00,I
1295,EPISODIC NEURO,460,13.02.00.00,G
1296,EPISODIC NEURO,470,13.02.00.00,I
1297,EPISODIC NEURO,480,13.02.00.00,H
1298,EPISODIC NEURO,481,13.02.00.00,J
1299,EPISODIC NEURO,482,13.02.00.00,J
1300,EPISODIC NEURO,490,13.02.00.00,J
1301,EPISODIC NEURO,491,13.02.00.00,G
1302,EPISODIC NEURO,492,13.02.00.00,H
1303,EPISODIC NEURO,493,13.02.00.00,G
1304,EPISODIC NEURO,560,13.02.00.00,H
1305,EPISODIC NEURO,590,13.02.00.00,J
1306,AROUSAL,110,13.03.00.00,I
1307,AROUSAL,111,13.03.00.00,H
1308,AROUSAL,112,13.03.00.00,H
1309,AROUSAL,120,13.03.00.00,H
1310,AROUSAL,210,13.03.00.00,H
1311,AROUSAL,211,13.03.00.00,H
1312,AROUSAL,212,13.03.00.00,H
1313,AROUSAL,213,13.03.00.00,I
1314,AROUSAL,214,13.03.00.00,H
1315,AROUSAL,220,13.03.00.00,H
1316,AROUSAL,221,13.03.00.00,G
1317,AROUSAL,230,13.03.00.00,F
1318,AROUSAL,240,13.03.00.00,G
1319,AROUSAL,250,13.03.00.00,H
1320,AROUSAL,251,13.03.00.00,H
1321,AROUSAL,290,13.03.00.00,G
1322,AROUSAL,310,13.03.00.00,H
1323,AROUSAL,311,13.03.00.00,H
1324,AROUSAL,320,13.03.00.00,H
1325,AROUSAL,321,13.03.00.00,F
1326,AROUSAL,322,13.03.00.00,G
1327,AROUSAL,330,13.03.00.00,F
1328,AROUSAL,331,13.03.00.00,F
1329,AROUSAL,332,13.03.00.00,F
1330,AROUSAL,340,13.03.00.00,D
1331,AROUSAL,341,13.03.00.00,H
1332,AROUSAL,350,13.03.00.00,H
1333,AROUSAL,351,13.03.00.00,G
1334,AROUSAL,360,13.03.00.00,E
1335,AROUSAL,370,13.03.00.00,H
1336,AROUSAL,380,13.03.00.00,I
1337,AROUSAL,390,13.03.00.00,G
1338,AROUSAL,420,13.03.00.00,F
1339,AROUSAL,430,13.03.00.00,H
1340,AROUSAL,460,13.03.00.00,E
1341,AROUSAL,470,13.03.00.00,H
1342,AROUSAL,480,13.03.00.00,F
1343,AROUSAL,481,13.03.00.00,I
1344,AROUSAL,482,13.03.00.00,J
1345,AROUSAL,490,13.03.00.00,I
1346,AROUSAL,491,13.03.00.00,D
1347,AROUSAL,492,13.03.00.00,G
1348,AROUSAL,493,13.03.00.00,G
1349,AROUSAL,560,13.03.00.00,E
1350,AROUSAL,590,13.03.00.00,J
1351,COGNITIVE IMP,110,13.04.00.00,I
1352,COGNITIVE IMP,111,13.04.00.00,H
1353,COGNITIVE IMP,112,13.04.00.00,H
1354,COGNITIVE IMP,120,13.04.00.00,H
1355,COGNITIVE IMP,210,13.04.00.00,H
1356,COGNITIVE IMP,211,13.04.00.00,H
1357,COGNITIVE IMP,212,13.04.00.00,H
1358,COGNITIVE IMP,213,13.04.00.00,I
1359,COGNITIVE IMP,214,13.04.00.00,H
1360,COGNITIVE IMP,220,13.04.00.00,H
1361,COGNITIVE IMP,221,13.04.00.00,G
1362,COGNITIVE IMP,230,13.04.00.00,F
1363,COGNITIVE IMP,240,13.04.00.00,G
1364,COGNITIVE IMP,250,13.04.00.00,H
1365,COGNITIVE IMP,251,13.04.00.00,H
1366,COGNITIVE IMP,290,13.04.00.00,G
1367,COGNITIVE IMP,310,13.04.00.00,H
1368,COGNITIVE IMP,311,13.04.00.00,H
1369,COGNITIVE IMP,320,13.04.00.00,H
1370,COGNITIVE IMP,321,13.04.00.00,F
1371,COGNITIVE IMP,322,13.04.00.00,G
1372,COGNITIVE IMP,330,13.04.00.00,F
1373,COGNITIVE IMP,331,13.04.00.00,F
1374,COGNITIVE IMP,332,13.04.00.00,F
1375,COGNITIVE IMP,340,13.04.00.00,D
1376,COGNITIVE IMP,341,13.04.00.00,H
1377,COGNITIVE IMP,350,13.04.00.00,H
1378,COGNITIVE IMP,351,13.04.00.00,G
1379,COGNITIVE IMP,360,13.04.00.00,E
1380,COGNITIVE IMP,370,13.04.00.00,H
1381,COGNITIVE IMP,380,13.04.00.00,I
1382,COGNITIVE IMP,390,13.04.00.00,G
1383,COGNITIVE IMP,420,13.04.00.00,F
1384,COGNITIVE IMP,430,13.04.00.00,H
1385,COGNITIVE IMP,460,13.04.00.00,E
1386,COGNITIVE IMP,470,13.04.00.00,H
1387,COGNITIVE IMP,480,13.04.00.00,F
1388,COGNITIVE IMP,481,13.04.00.00,I
1389,COGNITIVE IMP,482,13.04.00.00,J
1390,COGNITIVE IMP,490,13.04.00.00,I
1391,COGNITIVE IMP,491,13.04.00.00,D
1392,COGNITIVE IMP,492,13.04.00.00,G
1393,COGNITIVE IMP,493,13.04.00.00,G
1394,COGNITIVE IMP,560,13.04.00.00,E
1395,COGNITIVE IMP,590,13.04.00.00,J
1396,LANGUAGE DISOR,110,13.05.00.00,J
1397,LANGUAGE DISOR,111,13.05.00.00,I
1398,LANGUAGE DISOR,112,13.05.00.00,I
1399,LANGUAGE DISOR,120,13.05.00.00,F
1400,LANGUAGE DISOR,210,13.05.00.00,J
1401,LANGUAGE DISOR,211,13.05.00.00,I
1402,LANGUAGE DISOR,212,13.05.00.00,I
1403,LANGUAGE DISOR,213,13.05.00.00,H
1404,LANGUAGE DISOR,214,13.05.00.00,J
1405,LANGUAGE DISOR,220,13.05.00.00,I
1406,LANGUAGE DISOR,221,13.05.00.00,D
1407,LANGUAGE DISOR,230,13.05.00.00,D
1408,LANGUAGE DISOR,240,13.05.00.00,H
1409,LANGUAGE DISOR,250,13.05.00.00,H
1410,LANGUAGE DISOR,251,13.05.00.00,J
1411,LANGUAGE DISOR,290,13.05.00.00,I
1412,LANGUAGE DISOR,310,13.05.00.00,I
1413,LANGUAGE DISOR,311,13.05.00.00,I
1414,LANGUAGE DISOR,320,13.05.00.00,D
1415,LANGUAGE DISOR,321,13.05.00.00,C
1416,LANGUAGE DISOR,322,13.05.00.00,G
1417,LANGUAGE DISOR,330,13.05.00.00,D
1418,LANGUAGE DISOR,331,13.05.00.00,D
1419,LANGUAGE DISOR,332,13.05.00.00,F
1420,LANGUAGE DISOR,340,13.05.00.00,G
1421,LANGUAGE DISOR,341,13.05.00.00,F
1422,LANGUAGE DISOR,350,13.05.00.00,H
1423,LANGUAGE DISOR,351,13.05.00.00,F
1424,LANGUAGE DISOR,360,13.05.00.00,G
1425,LANGUAGE DISOR,370,13.05.00.00,F
1426,LANGUAGE DISOR,380,13.05.00.00,G
1427,LANGUAGE DISOR,390,13.05.00.00,H
1428,LANGUAGE DISOR,420,13.05.00.00,C
1429,LANGUAGE DISOR,430,13.05.00.00,D
1430,LANGUAGE DISOR,460,13.05.00.00,F
1431,LANGUAGE DISOR,470,13.05.00.00,F
1432,LANGUAGE DISOR,480,13.05.00.00,F
1433,LANGUAGE DISOR,481,13.05.00.00,G
1434,LANGUAGE DISOR,482,13.05.00.00,G
1435,LANGUAGE DISOR,490,13.05.00.00,I
1436,LANGUAGE DISOR,491,13.05.00.00,F
1437,LANGUAGE DISOR,492,13.05.00.00,G
1438,LANGUAGE DISOR,493,13.05.00.00,H
1439,LANGUAGE DISOR,560,13.05.00.00,F
1440,LANGUAGE DISOR,590,13.05.00.00,H
1441,BEHAV-EMOT,110,13.06.00.00,J
1442,BEHAV-EMOT,111,13.06.00.00,I
1443,BEHAV-EMOT,112,13.06.00.00,I
1444,BEHAV-EMOT,120,13.06.00.00,H
1445,BEHAV-EMOT,210,13.06.00.00,I
1446,BEHAV-EMOT,211,13.06.00.00,H
1447,BEHAV-EMOT,212,13.06.00.00,J
1448,BEHAV-EMOT,213,13.06.00.00,I
1449,BEHAV-EMOT,214,13.06.00.00,I
1450,BEHAV-EMOT,220,13.06.00.00,J
1451,BEHAV-EMOT,221,13.06.00.00,F
1452,BEHAV-EMOT,230,13.06.00.00,F
1453,BEHAV-EMOT,240,13.06.00.00,G
1454,BEHAV-EMOT,250,13.06.00.00,H
1455,BEHAV-EMOT,251,13.06.00.00,I
1456,BEHAV-EMOT,290,13.06.00.00,H
1457,BEHAV-EMOT,310,13.06.00.00,I
1458,BEHAV-EMOT,311,13.06.00.00,J
1459,BEHAV-EMOT,320,13.06.00.00,H
1460,BEHAV-EMOT,321,13.06.00.00,F
1461,BEHAV-EMOT,322,13.06.00.00,G
1462,BEHAV-EMOT,330,13.06.00.00,F
1463,BEHAV-EMOT,331,13.06.00.00,F
1464,BEHAV-EMOT,332,13.06.00.00,G
1465,BEHAV-EMOT,340,13.06.00.00,D
1466,BEHAV-EMOT,341,13.06.00.00,D
1467,BEHAV-EMOT,350,13.06.00.00,H
1468,BEHAV-EMOT,351,13.06.00.00,G
1469,BEHAV-EMOT,360,13.06.00.00,E
1470,BEHAV-EMOT,370,13.06.00.00,H
1471,BEHAV-EMOT,380,13.06.00.00,H
1472,BEHAV-EMOT,390,13.06.00.00,H
1473,BEHAV-EMOT,420,13.06.00.00,F
1474,BEHAV-EMOT,430,13.06.00.00,G
1475,BEHAV-EMOT,460,13.06.00.00,E
1476,BEHAV-EMOT,470,13.06.00.00,H
1477,BEHAV-EMOT,480,13.06.00.00,E
1478,BEHAV-EMOT,481,13.06.00.00,H
1479,BEHAV-EMOT,482,13.06.00.00,I
1480,BEHAV-EMOT,490,13.06.00.00,J
1481,BEHAV-EMOT,491,13.06.00.00,D
1482,BEHAV-EMOT,492,13.06.00.00,E
1483,BEHAV-EMOT,493,13.06.00.00,H
1484,BEHAV-EMOT,560,13.06.00.00,D
1485,BEHAV-EMOT,590,13.06.00.00,I
1486,CRANIAL-OLFACTORY,110,13.07.01.00,F
1487,CRANIAL-OLFACTORY,111,13.07.01.00,F
1488,CRANIAL-OLFACTORY,112,13.07.01.00,F
1489,CRANIAL-OLFACTORY,120,13.07.01.00,F
1490,CRANIAL-OLFACTORY,210,13.07.01.00,F
1491,CRANIAL-OLFACTORY,211,13.07.01.00,F
1492,CRANIAL-OLFACTORY,212,13.07.01.00,F
1493,CRANIAL-OLFACTORY,213,13.07.01.00,F
1494,CRANIAL-OLFACTORY,214,13.07.01.00,F
1495,CRANIAL-OLFACTORY,220,13.07.01.00,F
1496,CRANIAL-OLFACTORY,221,13.07.01.00,F
1497,CRANIAL-OLFACTORY,230,13.07.01.00,F
1498,CRANIAL-OLFACTORY,240,13.07.01.00,F
1499,CRANIAL-OLFACTORY,250,13.07.01.00,F
1500,CRANIAL-OLFACTORY,251,13.07.01.00,F
1501,CRANIAL-OLFACTORY,290,13.07.01.00,G
1502,CRANIAL-OLFACTORY,310,13.07.01.00,F
1503,CRANIAL-OLFACTORY,311,13.07.01.00,F
1504,CRANIAL-OLFACTORY,320,13.07.01.00,F
1505,CRANIAL-OLFACTORY,321,13.07.01.00,F
1506,CRANIAL-OLFACTORY,322,13.07.01.00,H
1507,CRANIAL-OLFACTORY,330,13.07.01.00,F
1508,CRANIAL-OLFACTORY,331,13.07.01.00,F
1509,CRANIAL-OLFACTORY,332,13.07.01.00,F
1510,CRANIAL-OLFACTORY,340,13.07.01.00,F
1511,CRANIAL-OLFACTORY,341,13.07.01.00,F
1512,CRANIAL-OLFACTORY,350,13.07.01.00,F
1513,CRANIAL-OLFACTORY,351,13.07.01.00,F
1514,CRANIAL-OLFACTORY,360,13.07.01.00,F
1515,CRANIAL-OLFACTORY,370,13.07.01.00,F
1516,CRANIAL-OLFACTORY,380,13.07.01.00,F
1517,CRANIAL-OLFACTORY,390,13.07.01.00,G
1518,CRANIAL-OLFACTORY,420,13.07.01.00,F
1519,CRANIAL-OLFACTORY,430,13.07.01.00,F
1520,CRANIAL-OLFACTORY,460,13.07.01.00,F
1521,CRANIAL-OLFACTORY,470,13.07.01.00,F
1522,CRANIAL-OLFACTORY,480,13.07.01.00,F
1523,CRANIAL-OLFACTORY,481,13.07.01.00,F
1524,CRANIAL-OLFACTORY,482,13.07.01.00,F
1525,CRANIAL-OLFACTORY,490,13.07.01.00,G
1526,CRANIAL-OLFACTORY,491,13.07.01.00,F
1527,CRANIAL-OLFACTORY,492,13.07.01.00,F
1528,CRANIAL-OLFACTORY,493,13.07.01.00,F
1529,CRANIAL-OLFACTORY,560,13.07.01.00,F
1530,CRANIAL-OLFACTORY,590,13.07.01.00,F
1531,CRANIAL-OPTIC,110,13.07.02.00,H
1532,CRANIAL-OPTIC,111,13.07.02.00,I
1533,CRANIAL-OPTIC,112,13.07.02.00,J
1534,CRANIAL-OPTIC,120,13.07.02.00,J
1535,CRANIAL-OPTIC,210,13.07.02.00,I
1536,CRANIAL-OPTIC,211,13.07.02.00,I
1537,CRANIAL-OPTIC,212,13.07.02.00,I
1538,CRANIAL-OPTIC,213,13.07.02.00,I
1539,CRANIAL-OPTIC,214,13.07.02.00,I
1540,CRANIAL-OPTIC,220,13.07.02.00,J
1541,CRANIAL-OPTIC,221,13.07.02.00,H
1542,CRANIAL-OPTIC,230,13.07.02.00,G
1543,CRANIAL-OPTIC,240,13.07.02.00,F
1544,CRANIAL-OPTIC,250,13.07.02.00,I
1545,CRANIAL-OPTIC,251,13.07.02.00,H
1546,CRANIAL-OPTIC,290,13.07.02.00,I
1547,CRANIAL-OPTIC,310,13.07.02.00,I
1548,CRANIAL-OPTIC,311,13.07.02.00,I
1549,CRANIAL-OPTIC,320,13.07.02.00,I
1550,CRANIAL-OPTIC,321,13.07.02.00,H
1551,CRANIAL-OPTIC,322,13.07.02.00,G
1552,CRANIAL-OPTIC,330,13.07.02.00,G
1553,CRANIAL-OPTIC,331,13.07.02.00,F
1554,CRANIAL-OPTIC,332,13.07.02.00,G
1555,CRANIAL-OPTIC,340,13.07.02.00,F
1556,CRANIAL-OPTIC,341,13.07.02.00,F
1557,CRANIAL-OPTIC,350,13.07.02.00,I
1558,CRANIAL-OPTIC,351,13.07.02.00,H
1559,CRANIAL-OPTIC,360,13.07.02.00,F
1560,CRANIAL-OPTIC,370,13.07.02.00,H
1561,CRANIAL-OPTIC,380,13.07.02.00,H
1562,CRANIAL-OPTIC,390,13.07.02.00,G
1563,CRANIAL-OPTIC,420,13.07.02.00,G
1564,CRANIAL-OPTIC,430,13.07.02.00,G
1565,CRANIAL-OPTIC,460,13.07.02.00,F
1566,CRANIAL-OPTIC,470,13.07.02.00,H
1567,CRANIAL-OPTIC,480,13.07.02.00,F
1568,CRANIAL-OPTIC,481,13.07.02.00,H
1569,CRANIAL-OPTIC,482,13.07.02.00,I
1570,CRANIAL-OPTIC,490,13.07.02.00,I
1571,CRANIAL-OPTIC,491,13.07.02.00,F
1572,CRANIAL-OPTIC,492,13.07.02.00,G
1573,CRANIAL-OPTIC,493,13.07.02.00,I
1574,CRANIAL-OPTIC,560,13.07.02.00,F
1575,CRANIAL-OPTIC,590,13.07.02.00,I
1576,CRANIAL-OCULO,110,13.07.03.00,H
1577,CRANIAL-OCULO,111,13.07.03.00,I
1578,CRANIAL-OCULO,112,13.07.03.00,J
1579,CRANIAL-OCULO,120,13.07.03.00,J
1580,CRANIAL-OCULO,210,13.07.03.00,I
1581,CRANIAL-OCULO,211,13.07.03.00,I
1582,CRANIAL-OCULO,212,13.07.03.00,I
1583,CRANIAL-OCULO,213,13.07.03.00,I
1584,CRANIAL-OCULO,214,13.07.03.00,I
1585,CRANIAL-OCULO,220,13.07.03.00,J
1586,CRANIAL-OCULO,221,13.07.03.00,H
1587,CRANIAL-OCULO,230,13.07.03.00,G
1588,CRANIAL-OCULO,240,13.07.03.00,F
1589,CRANIAL-OCULO,250,13.07.03.00,I
1590,CRANIAL-OCULO,251,13.07.03.00,H
1591,CRANIAL-OCULO,290,13.07.03.00,I
1592,CRANIAL-OCULO,310,13.07.03.00,I
1593,CRANIAL-OCULO,311,13.07.03.00,I
1594,CRANIAL-OCULO,320,13.07.03.00,I
1595,CRANIAL-OCULO,321,13.07.03.00,H
1596,CRANIAL-OCULO,322,13.07.03.00,G
1597,CRANIAL-OCULO,330,13.07.03.00,G
1598,CRANIAL-OCULO,331,13.07.03.00,F
1599,CRANIAL-OCULO,332,13.07.03.00,G
1600,CRANIAL-OCULO,340,13.07.03.00,F
1601,CRANIAL-OCULO,341,13.07.03.00,F
1602,CRANIAL-OCULO,350,13.07.03.00,I
1603,CRANIAL-OCULO,351,13.07.03.00,H
1604,CRANIAL-OCULO,360,13.07.03.00,F
1605,CRANIAL-OCULO,370,13.07.03.00,H
1606,CRANIAL-OCULO,380,13.07.03.00,H
1607,CRANIAL-OCULO,390,13.07.03.00,G
1608,CRANIAL-OCULO,420,13.07.03.00,G
1609,CRANIAL-OCULO,430,13.07.03.00,G
1610,CRANIAL-OCULO,460,13.07.03.00,F
1611,CRANIAL-OCULO,470,13.07.03.00,H
1612,CRANIAL-OCULO,480,13.07.03.00,F
1613,CRANIAL-OCULO,481,13.07.03.00,H
1614,CRANIAL-OCULO,482,13.07.03.00,I
1615,CRANIAL-OCULO,490,13.07.03.00,I
1616,CRANIAL-OCULO,491,13.07.03.00,F
1617,CRANIAL-OCULO,492,13.07.03.00,G
1618,CRANIAL-OCULO,493,13.07.03.00,I
1619,CRANIAL-OCULO,560,13.07.03.00,F
1620,CRANIAL-OCULO,590,13.07.03.00,I
1621,CRANIAL-TRIGEM,110,13.07.04.00,I
1622,CRANIAL-TRIGEM,111,13.07.04.00,H
1623,CRANIAL-TRIGEM,112,13.07.04.00,H
1624,CRANIAL-TRIGEM,120,13.07.04.00,F
1625,CRANIAL-TRIGEM,210,13.07.04.00,J
1626,CRANIAL-TRIGEM,211,13.07.04.00,H
1627,CRANIAL-TRIGEM,212,13.07.04.00,I
1628,CRANIAL-TRIGEM,213,13.07.04.00,H
1629,CRANIAL-TRIGEM,214,13.07.04.00,J
1630,CRANIAL-TRIGEM,220,13.07.04.00,I
1631,CRANIAL-TRIGEM,221,13.07.04.00,F
1632,CRANIAL-TRIGEM,230,13.07.04.00,F
1633,CRANIAL-TRIGEM,240,13.07.04.00,G
1634,CRANIAL-TRIGEM,250,13.07.04.00,G
1635,CRANIAL-TRIGEM,251,13.07.04.00,I
1636,CRANIAL-TRIGEM,290,13.07.04.00,H
1637,CRANIAL-TRIGEM,310,13.07.04.00,H
1638,CRANIAL-TRIGEM,311,13.07.04.00,I
1639,CRANIAL-TRIGEM,320,13.07.04.00,F
1640,CRANIAL-TRIGEM,321,13.07.04.00,F
1641,CRANIAL-TRIGEM,322,13.07.04.00,G
1642,CRANIAL-TRIGEM,330,13.07.04.00,F
1643,CRANIAL-TRIGEM,331,13.07.04.00,F
1644,CRANIAL-TRIGEM,332,13.07.04.00,F
1645,CRANIAL-TRIGEM,340,13.07.04.00,F
1646,CRANIAL-TRIGEM,341,13.07.04.00,F
1647,CRANIAL-TRIGEM,350,13.07.04.00,G
1648,CRANIAL-TRIGEM,351,13.07.04.00,F
1649,CRANIAL-TRIGEM,360,13.07.04.00,F
1650,CRANIAL-TRIGEM,370,13.07.04.00,F
1651,CRANIAL-TRIGEM,380,13.07.04.00,F
1652,CRANIAL-TRIGEM,390,13.07.04.00,G
1653,CRANIAL-TRIGEM,420,13.07.04.00,F
1654,CRANIAL-TRIGEM,430,13.07.04.00,F
1655,CRANIAL-TRIGEM,460,13.07.04.00,F
1656,CRANIAL-TRIGEM,470,13.07.04.00,F
1657,CRANIAL-TRIGEM,480,13.07.04.00,F
1658,CRANIAL-TRIGEM,481,13.07.04.00,F
1659,CRANIAL-TRIGEM,482,13.07.04.00,G
1660,CRANIAL-TRIGEM,490,13.07.04.00,H
1661,CRANIAL-TRIGEM,491,13.07.04.00,F
1662,CRANIAL-TRIGEM,492,13.07.04.00,G
1663,CRANIAL-TRIGEM,493,13.07.04.00,G
1664,CRANIAL-TRIGEM,560,13.07.04.00,F
1665,CRANIAL-TRIGEM,590,13.07.04.00,G
1666,CRANIAL-FACIAL,110,13.07.05.00,I
1667,CRANIAL-FACIAL,111,13.07.05.00,I
1668,CRANIAL-FACIAL,112,13.07.05.00,I
1669,CRANIAL-FACIAL,120,13.07.05.00,H
1670,CRANIAL-FACIAL,210,13.07.05.00,J
1671,CRANIAL-FACIAL,211,13.07.05.00,I
1672,CRANIAL-FACIAL,212,13.07.05.00,I
1673,CRANIAL-FACIAL,213,13.07.05.00,H
1674,CRANIAL-FACIAL,214,13.07.05.00,J
1675,CRANIAL-FACIAL,220,13.07.05.00,J
1676,CRANIAL-FACIAL,221,13.07.05.00,G
1677,CRANIAL-FACIAL,230,13.07.05.00,E
1678,CRANIAL-FACIAL,240,13.07.05.00,J
1679,CRANIAL-FACIAL,250,13.07.05.00,H
1680,CRANIAL-FACIAL,251,13.07.05.00,J
1681,CRANIAL-FACIAL,290,13.07.05.00,J
1682,CRANIAL-FACIAL,310,13.07.05.00,I
1683,CRANIAL-FACIAL,311,13.07.05.00,J
1684,CRANIAL-FACIAL,320,13.07.05.00,E
1685,CRANIAL-FACIAL,321,13.07.05.00,E
1686,CRANIAL-FACIAL,322,13.07.05.00,H
1687,CRANIAL-FACIAL,330,13.07.05.00,E
1688,CRANIAL-FACIAL,331,13.07.05.00,E
1689,CRANIAL-FACIAL,332,13.07.05.00,E
1690,CRANIAL-FACIAL,340,13.07.05.00,G
1691,CRANIAL-FACIAL,341,13.07.05.00,E
1692,CRANIAL-FACIAL,350,13.07.05.00,G
1693,CRANIAL-FACIAL,351,13.07.05.00,E
1694,CRANIAL-FACIAL,360,13.07.05.00,F
1695,CRANIAL-FACIAL,370,13.07.05.00,F
1696,CRANIAL-FACIAL,380,13.07.05.00,F
1697,CRANIAL-FACIAL,390,13.07.05.00,H
1698,CRANIAL-FACIAL,420,13.07.05.00,E
1699,CRANIAL-FACIAL,430,13.07.05.00,E
1700,CRANIAL-FACIAL,460,13.07.05.00,F
1701,CRANIAL-FACIAL,470,13.07.05.00,F
1702,CRANIAL-FACIAL,480,13.07.05.00,E
1703,CRANIAL-FACIAL,481,13.07.05.00,F
1704,CRANIAL-FACIAL,482,13.07.05.00,E
1705,CRANIAL-FACIAL,490,13.07.05.00,J
1706,CRANIAL-FACIAL,491,13.07.05.00,E
1707,CRANIAL-FACIAL,492,13.07.05.00,E
1708,CRANIAL-FACIAL,493,13.07.05.00,H
1709,CRANIAL-FACIAL,560,13.07.05.00,E
1710,CRANIAL-FACIAL,590,13.07.05.00,I
1711,CRANIAL-VERTIGO,110,13.07.06.01,D
1712,CRANIAL-VERTIGO,111,13.07.06.01,D
1713,CRANIAL-VERTIGO,112,13.07.06.01,D
1714,CRANIAL-VERTIGO,120,13.07.06.01,D
1715,CRANIAL-VERTIGO,210,13.07.06.01,E
1716,CRANIAL-VERTIGO,211,13.07.06.01,D
1717,CRANIAL-VERTIGO,212,13.07.06.01,E
1718,CRANIAL-VERTIGO,213,13.07.06.01,H
1719,CRANIAL-VERTIGO,214,13.07.06.01,F
1720,CRANIAL-VERTIGO,220,13.07.06.01,F
1721,CRANIAL-VERTIGO,221,13.07.06.01,F
1722,CRANIAL-VERTIGO,230,13.07.06.01,F
1723,CRANIAL-VERTIGO,240,13.07.06.01,E
1724,CRANIAL-VERTIGO,250,13.07.06.01,G
1725,CRANIAL-VERTIGO,251,13.07.06.01,F
1726,CRANIAL-VERTIGO,290,13.07.06.01,E
1727,CRANIAL-VERTIGO,310,13.07.06.01,F
1728,CRANIAL-VERTIGO,311,13.07.06.01,F
1729,CRANIAL-VERTIGO,320,13.07.06.01,F
1730,CRANIAL-VERTIGO,321,13.07.06.01,F
1731,CRANIAL-VERTIGO,322,13.07.06.01,F
1732,CRANIAL-VERTIGO,330,13.07.06.01,F
1733,CRANIAL-VERTIGO,331,13.07.06.01,F
1734,CRANIAL-VERTIGO,332,13.07.06.01,F
1735,CRANIAL-VERTIGO,340,13.07.06.01,F
